file_name,speaker_id,keyword,prediction,num_frames,delay_ms,distance
1b4c9b89_nohash_4.wav,1b4c9b89,yes,yes,22,136.3332272,5.201962948
21832144_nohash_1.wav,21832144,down,stop,24,141.4535046,7.930534363
21832144_nohash_2.wav,21832144,down,no,37,160.9153748,7.132266521
21832144_nohash_3.wav,21832144,down,down,26,144.2687511,4.298095226
21832144_nohash_4.wav,21832144,down,down,18,132.1027279,4.75481987
21832144_nohash_1.wav,21832144,go,no,27,145.8694935,10.22009182
21832144_nohash_2.wav,21832144,go,go,19,133.6252689,6.029069901
21832144_nohash_3.wav,21832144,go,go,19,133.7707043,4.003635883
21832144_nohash_4.wav,21832144,go,no,41,167.3526764,11.47211075
21832144_nohash_1.wav,21832144,left,left,41,167.5496101,7.65702343
21832144_nohash_2.wav,21832144,left,left,38,162.7147198,7.085014343
21832144_nohash_3.wav,21832144,left,left,36,159.3565941,6.391098499
21832144_nohash_4.wav,21832144,left,yes,16,129.3566227,6.573336601
21832144_nohash_1.wav,21832144,no,no,24,141.3323879,4.884792328
21832144_nohash_2.wav,21832144,no,no,29,148.7262249,6.35230732
21832144_nohash_3.wav,21832144,no,no,25,142.6851749,4.672037125
21832144_nohash_4.wav,21832144,no,no,25,142.9138184,5.355727196
21832144_nohash_1.wav,21832144,right,right,31,152.1875858,6.708060741
21832144_nohash_2.wav,21832144,right,right,29,149.2784023,8.354465485
21832144_nohash_3.wav,21832144,right,right,19,134.039402,9.956868172
21832144_nohash_4.wav,21832144,right,right,19,133.8467598,10.03017807
21832144_nohash_1.wav,21832144,stop,stop,24,142.0764923,5.549782753
21832144_nohash_2.wav,21832144,stop,stop,24,145.7116604,5.098086357
21832144_nohash_3.wav,21832144,stop,down,12,123.4228611,5.860984325
21832144_nohash_4.wav,21832144,stop,down,14,126.9845963,7.078287601
21832144_nohash_1.wav,21832144,up,right,23,139.8060322,9.075157166
21832144_nohash_2.wav,21832144,up,up,22,138.3094788,8.166805267
21832144_nohash_3.wav,21832144,up,up,25,142.7397728,8.749297142
21832144_nohash_4.wav,21832144,up,down,12,123.1918335,8.994958878
21832144_nohash_1.wav,21832144,yes,yes,21,136.5208626,5.032073498
21832144_nohash_2.wav,21832144,yes,yes,19,134.0448856,4.978987694
21832144_nohash_3.wav,21832144,yes,yes,17,130.5623055,4.22915554
21832144_nohash_4.wav,21832144,yes,yes,20,135.0564957,3.184537649
229978fd_nohash_1.wav,229978fd,down,no,28,146.5296745,9.312062263
229978fd_nohash_2.wav,229978fd,down,down,50,178.8277626,9.262411118
229978fd_nohash_3.wav,229978fd,down,down,52,182.0271015,10.80570126
229978fd_nohash_4.wav,229978fd,down,down,20,134.7908974,5.338755608
229978fd_nohash_1.wav,229978fd,go,down,22,137.6225948,8.846405983
229978fd_nohash_2.wav,229978fd,go,no,44,169.9118614,6.256191254
229978fd_nohash_3.wav,229978fd,go,no,60,193.5787201,6.640046597
229978fd_nohash_4.wav,229978fd,go,go,18,131.3853264,5.073025703
229978fd_nohash_1.wav,229978fd,left,no,56,188.0435944,8.417020798
229978fd_nohash_2.wav,229978fd,left,no,55,186.1553192,8.716583252
229978fd_nohash_3.wav,229978fd,left,no,56,187.7160072,10.06389523
229978fd_nohash_4.wav,229978fd,left,left,30,158.4529877,7.58187151
229978fd_nohash_1.wav,229978fd,no,no,47,174.6551991,7.529664516
229978fd_nohash_2.wav,229978fd,no,go,30,149.0764618,7.564788818
229978fd_nohash_3.wav,229978fd,no,go,41,165.3532982,9.708925247
229978fd_nohash_4.wav,229978fd,no,go,22,137.2177601,8.607543945
229978fd_nohash_1.wav,229978fd,right,left,31,150.8860588,9.170877457
229978fd_nohash_2.wav,229978fd,right,no,40,164.0658379,9.971853256
229978fd_nohash_3.wav,229978fd,right,right,45,171.792984,9.588508606
229978fd_nohash_4.wav,229978fd,right,right,17,130.2742958,4.949830532
229978fd_nohash_1.wav,229978fd,stop,stop,24,142.7371502,5.807206631
229978fd_nohash_2.wav,229978fd,stop,stop,24,140.4340267,7.419341564
229978fd_nohash_3.wav,229978fd,stop,stop,49,177.615881,9.520885468
229978fd_nohash_4.wav,229978fd,stop,stop,24,140.4116154,6.380660057
229978fd_nohash_1.wav,229978fd,up,stop,27,147.1149921,13.22403336
229978fd_nohash_2.wav,229978fd,up,left,31,151.0078907,8.922272682
229978fd_nohash_3.wav,229978fd,up,up,12,123.2295036,4.839442253
229978fd_nohash_4.wav,229978fd,up,up,12,122.5874424,5.269706249
229978fd_nohash_1.wav,229978fd,yes,yes,39,162.5983715,8.279658318
229978fd_nohash_2.wav,229978fd,yes,yes,48,175.6784916,8.242736816
229978fd_nohash_3.wav,229978fd,yes,yes,52,181.9484234,7.643320084
229978fd_nohash_4.wav,229978fd,yes,yes,40,164.1924381,7.870344639
24befdb3_nohash_1.wav,24befdb3,down,down,25,137.8333569,7.759953022
24befdb3_nohash_2.wav,24befdb3,down,no,42,159.5258713,8.74236393
24befdb3_nohash_3.wav,24befdb3,down,down,30,144.5660591,7.388057709
24befdb3_nohash_4.wav,24befdb3,down,down,23,136.603117,6.894108772
24befdb3_nohash_1.wav,24befdb3,go,no,24,135.8847618,8.485996246
24befdb3_nohash_2.wav,24befdb3,go,no,24,136.2957954,8.688239098
24befdb3_nohash_3.wav,24befdb3,go,go,20,138.8370991,7.120461464
24befdb3_nohash_4.wav,24befdb3,go,no,21,132.0590973,8.573223114
24befdb3_nohash_1.wav,24befdb3,left,left,14,123.3613491,5.689851761
24befdb3_nohash_2.wav,24befdb3,left,left,13,121.8090057,6.185320377
24befdb3_nohash_3.wav,24befdb3,left,left,14,123.4967709,4.790811539
24befdb3_nohash_4.wav,24befdb3,left,left,14,123.272419,4.729519844
24befdb3_nohash_1.wav,24befdb3,no,no,21,132.3468685,4.577756882
24befdb3_nohash_2.wav,24befdb3,no,no,18,128.6439896,4.845112801
24befdb3_nohash_3.wav,24befdb3,no,no,22,133.6197853,5.052195072
24befdb3_nohash_4.wav,24befdb3,no,go,35,150.8891582,7.095611095
24befdb3_nohash_1.wav,24befdb3,right,right,35,151.7529488,7.987485886
24befdb3_nohash_2.wav,24befdb3,right,right,18,128.5071373,5.727431774
24befdb3_nohash_3.wav,24befdb3,right,right,19,129.8828125,3.884943724
24befdb3_nohash_4.wav,24befdb3,right,right,15,125.2806187,5.846025944
24befdb3_nohash_1.wav,24befdb3,stop,stop,12,120.9280491,4.551590443
24befdb3_nohash_2.wav,24befdb3,stop,down,12,121.0083961,4.74678278
24befdb3_nohash_3.wav,24befdb3,stop,stop,12,121.183157,5.587667942
24befdb3_nohash_4.wav,24befdb3,stop,down,13,123.5682964,6.374541283
24befdb3_nohash_1.wav,24befdb3,up,down,12,121.0312843,5.928461552
24befdb3_nohash_2.wav,24befdb3,up,down,35,151.112318,10.95155811
24befdb3_nohash_3.wav,24befdb3,up,down,12,120.6946373,7.490821838
24befdb3_nohash_4.wav,24befdb3,up,up,12,120.5642223,7.073209286
24befdb3_nohash_1.wav,24befdb3,yes,yes,14,123.9671707,4.614331722
24befdb3_nohash_2.wav,24befdb3,yes,left,26,141.8972015,7.179409027
24befdb3_nohash_3.wav,24befdb3,yes,left,22,133.9766979,7.603186131
24befdb3_nohash_4.wav,24befdb3,yes,left,34,149.2760181,7.890535355
25e95412_nohash_1.wav,25e95412,down,down,17,126.8274784,3.246022463
25e95412_nohash_2.wav,25e95412,down,down,18,128.2384396,5.352443695
25e95412_nohash_3.wav,25e95412,down,down,18,127.8855801,5.352443695
25e95412_nohash_4.wav,25e95412,down,down,14,123.0847836,5.379215717
25e95412_nohash_1.wav,25e95412,go,go,13,122.6890087,2.920291901
25e95412_nohash_2.wav,25e95412,go,go,12,120.3966141,3.316176176
25e95412_nohash_3.wav,25e95412,go,go,12,121.295929,3.390775681
25e95412_nohash_4.wav,25e95412,go,go,12,120.4478741,3.725329399
25e95412_nohash_1.wav,25e95412,left,left,12,120.4898357,4.660288811
25e95412_nohash_2.wav,25e95412,left,left,13,122.0016479,6.434804916
25e95412_nohash_3.wav,25e95412,left,left,13,121.7141151,6.434804916
25e95412_nohash_4.wav,25e95412,left,left,21,132.0064068,6.986746788
25e95412_nohash_1.wav,25e95412,no,no,13,121.3154793,3.281013966
25e95412_nohash_2.wav,25e95412,no,no,12,120.0656891,3.190203667
25e95412_nohash_3.wav,25e95412,no,no,13,121.5913296,0
25e95412_nohash_4.wav,25e95412,no,no,14,123.3484745,3.115715265
25e95412_nohash_5.wav,25e95412,no,no,12,119.9314594,3.190203667
25e95412_nohash_6.wav,25e95412,no,no,14,122.5702763,3.115715265
25e95412_nohash_7.wav,25e95412,no,no,12,120.0764179,3.732674599
25e95412_nohash_1.wav,25e95412,right,right,15,124.0935326,5.574400425
25e95412_nohash_2.wav,25e95412,right,right,14,122.7030754,6.966025829
25e95412_nohash_3.wav,25e95412,right,right,14,123.071909,6.966025829
25e95412_nohash_4.wav,25e95412,right,right,16,125.6053448,6.729958057
25e95412_nohash_5.wav,25e95412,right,right,12,120.7509041,4.952655792
25e95412_nohash_1.wav,25e95412,stop,down,12,120.2964783,6.073468208
25e95412_nohash_2.wav,25e95412,stop,stop,15,123.9836216,5.057342052
25e95412_nohash_3.wav,25e95412,stop,stop,13,121.3600636,5.452857971
25e95412_nohash_4.wav,25e95412,stop,down,12,120.4304695,6.073468208
25e95412_nohash_5.wav,25e95412,stop,stop,13,121.2732792,0
25e95412_nohash_6.wav,25e95412,stop,stop,15,123.9404678,5.316421986
25e95412_nohash_1.wav,25e95412,up,up,12,119.8215485,4.328423023
25e95412_nohash_2.wav,25e95412,up,up,12,119.8794842,7.108509541
25e95412_nohash_3.wav,25e95412,up,up,12,120.1143265,0
25e95412_nohash_4.wav,25e95412,up,up,12,120.2516556,4.328423023
25e95412_nohash_5.wav,25e95412,up,up,12,120.3660965,6.566242218
25e95412_nohash_6.wav,25e95412,up,up,12,120.1300621,3.035043478
25e95412_nohash_1.wav,25e95412,yes,yes,20,144.1423893,5.013776302
25e95412_nohash_2.wav,25e95412,yes,yes,17,126.5456676,5.188326359
25e95412_nohash_3.wav,25e95412,yes,yes,15,124.0644455,6.223240376
25e95412_nohash_4.wav,25e95412,yes,yes,17,126.1663437,5.188326359
25e95412_nohash_5.wav,25e95412,yes,yes,20,130.474329,5.362235546
28e47b1a_nohash_1.wav,28e47b1a,down,down,16,127.270937,6.546863079
28e47b1a_nohash_2.wav,28e47b1a,down,down,15,126.0876656,5.861160755
28e47b1a_nohash_3.wav,28e47b1a,down,down,16,128.7872791,4.780301094
28e47b1a_nohash_4.wav,28e47b1a,down,down,15,126.0180473,5.200900555
28e47b1a_nohash_1.wav,28e47b1a,go,no,12,121.4926243,6.073400021
28e47b1a_nohash_2.wav,28e47b1a,go,go,14,124.3183613,5.447565556
28e47b1a_nohash_3.wav,28e47b1a,go,no,22,135.327816,6.49362278
28e47b1a_nohash_4.wav,28e47b1a,go,go,12,121.4399338,6.21387434
28e47b1a_nohash_1.wav,28e47b1a,left,left,32,149.4965553,8.208024025
28e47b1a_nohash_2.wav,28e47b1a,left,yes,25,139.7576332,8.232573509
28e47b1a_nohash_3.wav,28e47b1a,left,right,25,139.7640705,8.682097435
28e47b1a_nohash_4.wav,28e47b1a,left,right,27,142.926693,9.028014183
28e47b1a_nohash_1.wav,28e47b1a,no,no,15,125.7758141,5.430758953
28e47b1a_nohash_2.wav,28e47b1a,no,no,59,186.9387627,9.560853958
28e47b1a_nohash_3.wav,28e47b1a,no,no,47,170.3474522,9.158403397
28e47b1a_nohash_4.wav,28e47b1a,no,no,20,132.6191425,5.202858925
28e47b1a_nohash_1.wav,28e47b1a,right,left,12,122.187376,8.047467232
28e47b1a_nohash_2.wav,28e47b1a,right,right,20,133.1465244,9.22111702
28e47b1a_nohash_3.wav,28e47b1a,right,left,12,121.7827797,7.00469017
28e47b1a_nohash_4.wav,28e47b1a,right,stop,28,144.1590786,12.18412018
28e47b1a_nohash_1.wav,28e47b1a,stop,stop,13,123.0986118,5.879577637
28e47b1a_nohash_2.wav,28e47b1a,stop,stop,16,127.5038719,5.318675518
28e47b1a_nohash_3.wav,28e47b1a,stop,stop,16,126.9083023,5.840935707
28e47b1a_nohash_4.wav,28e47b1a,stop,up,49,172.8248596,12.73297882
28e47b1a_nohash_1.wav,28e47b1a,up,up,12,121.4652061,9.803866386
28e47b1a_nohash_2.wav,28e47b1a,up,down,12,122.0715046,9.055919647
28e47b1a_nohash_3.wav,28e47b1a,up,right,26,141.2739754,11.71727753
28e47b1a_nohash_4.wav,28e47b1a,up,up,12,121.5798855,5.796248913
28e47b1a_nohash_1.wav,28e47b1a,yes,yes,15,125.9918213,5.45058012
28e47b1a_nohash_2.wav,28e47b1a,yes,yes,12,121.5438843,6.403659821
28e47b1a_nohash_3.wav,28e47b1a,yes,yes,33,150.949955,9.570727348
28e47b1a_nohash_4.wav,28e47b1a,yes,yes,32,149.3589878,6.83491087
2aca1e72_nohash_1.wav,2aca1e72,down,down,13,121.2694645,5.442337036
2aca1e72_nohash_2.wav,2aca1e72,down,go,12,120.1002598,5.968473911
2aca1e72_nohash_3.wav,2aca1e72,down,down,12,119.9054718,5.025320053
2aca1e72_nohash_4.wav,2aca1e72,down,down,13,121.3181019,5.442337036
2aca1e72_nohash_5.wav,2aca1e72,down,down,12,120.2914715,5.025320053
2aca1e72_nohash_6.wav,2aca1e72,down,down,12,120.2123165,5.025320053
2aca1e72_nohash_7.wav,2aca1e72,down,down,12,120.433569,5.525754452
2aca1e72_nohash_8.wav,2aca1e72,down,down,12,120.0082302,5.525754452
2aca1e72_nohash_1.wav,2aca1e72,go,go,12,119.9777126,5.999189377
2aca1e72_nohash_2.wav,2aca1e72,go,go,12,120.1429367,5.999189377
2aca1e72_nohash_3.wav,2aca1e72,go,left,12,119.9481487,8.105189323
2aca1e72_nohash_4.wav,2aca1e72,go,go,12,119.8148727,5.999189377
2aca1e72_nohash_5.wav,2aca1e72,go,go,12,119.9331284,4.576012135
2aca1e72_nohash_6.wav,2aca1e72,go,go,12,119.935751,5.687816143
2aca1e72_nohash_7.wav,2aca1e72,go,left,12,120.020628,8.105189323
2aca1e72_nohash_8.wav,2aca1e72,go,go,12,119.8701859,5.687816143
2aca1e72_nohash_9.wav,2aca1e72,go,go,12,119.6248531,5.687816143
2aca1e72_nohash_1.wav,2aca1e72,left,left,12,120.218277,5.692621231
2aca1e72_nohash_2.wav,2aca1e72,left,left,12,119.9533939,0
2aca1e72_nohash_3.wav,2aca1e72,left,left,24,135.0462437,7.386880875
2aca1e72_nohash_4.wav,2aca1e72,left,left,12,120.1927662,5.692621231
2aca1e72_nohash_5.wav,2aca1e72,left,left,12,119.7345257,6.426742554
2aca1e72_nohash_6.wav,2aca1e72,left,left,12,119.8282242,6.22571516
2aca1e72_nohash_7.wav,2aca1e72,left,left,24,135.3025436,7.386880875
2aca1e72_nohash_1.wav,2aca1e72,no,no,12,119.954586,6.905126572
2aca1e72_nohash_10.wav,2aca1e72,no,go,12,120.1848984,7.380022049
2aca1e72_nohash_11.wav,2aca1e72,no,go,12,119.8682785,7.380022049
2aca1e72_nohash_2.wav,2aca1e72,no,no,15,123.4102249,6.604059219
2aca1e72_nohash_3.wav,2aca1e72,no,no,15,123.4171391,6.604059219
2aca1e72_nohash_4.wav,2aca1e72,no,down,12,119.9042797,8.444618225
2aca1e72_nohash_5.wav,2aca1e72,no,no,15,123.4302521,6.604059219
2aca1e72_nohash_6.wav,2aca1e72,no,down,12,120.108366,8.444618225
2aca1e72_nohash_7.wav,2aca1e72,no,down,12,120.1660633,8.444618225
2aca1e72_nohash_8.wav,2aca1e72,no,no,12,119.8310852,0
2aca1e72_nohash_9.wav,2aca1e72,no,no,12,119.6138859,6.905126572
2aca1e72_nohash_1.wav,2aca1e72,right,right,22,132.5147152,0
2aca1e72_nohash_2.wav,2aca1e72,right,down,12,120.3684807,9.06019783
2aca1e72_nohash_3.wav,2aca1e72,right,right,22,133.3661079,0
2aca1e72_nohash_4.wav,2aca1e72,right,down,12,119.9388504,9.06019783
2aca1e72_nohash_1.wav,2aca1e72,stop,stop,12,120.2867031,4.638973236
2aca1e72_nohash_2.wav,2aca1e72,stop,stop,12,119.9014187,4.638973236
2aca1e72_nohash_3.wav,2aca1e72,stop,stop,12,120.1763153,4.483151913
2aca1e72_nohash_4.wav,2aca1e72,stop,stop,12,119.7793484,6.238170147
2aca1e72_nohash_5.wav,2aca1e72,stop,stop,12,119.9431419,0
2aca1e72_nohash_6.wav,2aca1e72,stop,stop,12,120.1205254,0
2aca1e72_nohash_7.wav,2aca1e72,stop,stop,12,119.8925972,6.238170147
2aca1e72_nohash_8.wav,2aca1e72,stop,stop,12,120.0709343,4.638973236
2aca1e72_nohash_9.wav,2aca1e72,stop,no,12,119.9536324,13.2513628
2aca1e72_nohash_1.wav,2aca1e72,up,up,12,120.1872826,4.925242901
2aca1e72_nohash_2.wav,2aca1e72,up,up,12,119.8039055,4.925242901
2aca1e72_nohash_3.wav,2aca1e72,up,up,12,120.2259064,4.889007092
2aca1e72_nohash_4.wav,2aca1e72,up,up,12,119.976759,6.075220108
2aca1e72_nohash_5.wav,2aca1e72,up,up,12,120.0041771,6.075220108
2aca1e72_nohash_6.wav,2aca1e72,up,up,12,119.9924946,4.925242901
2aca1e72_nohash_1.wav,2aca1e72,yes,yes,12,120.0082302,4.110851765
2aca1e72_nohash_2.wav,2aca1e72,yes,yes,12,119.8265553,5.035627365
2aca1e72_nohash_3.wav,2aca1e72,yes,yes,12,119.4911003,4.110851765
2aca1e72_nohash_4.wav,2aca1e72,yes,yes,12,119.9157238,0
2aca1e72_nohash_5.wav,2aca1e72,yes,yes,12,119.8792458,5.879361629
2aca1e72_nohash_6.wav,2aca1e72,yes,yes,12,120.108366,0
2aca1e72_nohash_7.wav,2aca1e72,yes,yes,12,120.0475693,4.110851765
2b5e346d_nohash_1.wav,2b5e346d,down,up,21,140.0785446,6.50020647
2b5e346d_nohash_2.wav,2b5e346d,down,down,33,159.7161293,7.150377274
2b5e346d_nohash_3.wav,2b5e346d,down,up,22,141.6735649,6.424434185
2b5e346d_nohash_4.wav,2b5e346d,down,up,22,141.5507793,5.550812721
2b5e346d_nohash_1.wav,2b5e346d,go,go,18,135.2701187,3.967163086
2b5e346d_nohash_2.wav,2b5e346d,go,go,19,136.0464096,4.244608402
2b5e346d_nohash_3.wav,2b5e346d,go,go,20,138.2946968,4.021644592
2b5e346d_nohash_4.wav,2b5e346d,go,go,18,134.6485615,4.09674263
2b5e346d_nohash_1.wav,2b5e346d,left,right,29,152.9846191,8.747889519
2b5e346d_nohash_2.wav,2b5e346d,left,right,31,157.1266651,8.619647026
2b5e346d_nohash_3.wav,2b5e346d,left,left,44,178.3235073,5.852915764
2b5e346d_nohash_4.wav,2b5e346d,left,left,43,176.5575409,6.635375977
2b5e346d_nohash_1.wav,2b5e346d,no,go,25,146.4779377,5.083539963
2b5e346d_nohash_2.wav,2b5e346d,no,go,22,141.7109966,5.390254021
2b5e346d_nohash_3.wav,2b5e346d,no,go,24,145.1420784,5.085582733
2b5e346d_nohash_4.wav,2b5e346d,no,no,32,158.1795216,5.112749577
2b5e346d_nohash_1.wav,2b5e346d,right,left,37,166.8012142,9.932391167
2b5e346d_nohash_2.wav,2b5e346d,right,left,37,166.7544842,9.932391167
2b5e346d_nohash_3.wav,2b5e346d,right,down,42,175.0812531,9.815001488
2b5e346d_nohash_4.wav,2b5e346d,right,right,28,153.314352,6.568677902
2b5e346d_nohash_5.wav,2b5e346d,right,right,32,158.3383083,5.28550005
2b5e346d_nohash_1.wav,2b5e346d,stop,stop,25,146.7077732,7.365794182
2b5e346d_nohash_2.wav,2b5e346d,stop,stop,23,143.1522369,7.662682533
2b5e346d_nohash_3.wav,2b5e346d,stop,stop,29,153.0075073,8.273124695
2b5e346d_nohash_4.wav,2b5e346d,stop,stop,29,153.4650326,8.436433792
2b5e346d_nohash_1.wav,2b5e346d,up,up,12,124.8764992,6.70027113
2b5e346d_nohash_2.wav,2b5e346d,up,down,28,151.8337727,9.52586937
2b5e346d_nohash_3.wav,2b5e346d,up,up,13,126.4865398,3.132718801
2b5e346d_nohash_4.wav,2b5e346d,up,up,12,125.2090931,5.83082056
2b5e346d_nohash_1.wav,2b5e346d,yes,yes,31,157.2747231,10.20711422
2b5e346d_nohash_2.wav,2b5e346d,yes,right,29,154.1652679,9.673654556
2b5e346d_nohash_3.wav,2b5e346d,yes,yes,29,153.3863544,10.18124008
2b5e346d_nohash_4.wav,2b5e346d,yes,right,29,153.1598568,9.900361061
324210dd_nohash_1.wav,324210dd,down,down,30,159.5158577,7.276324749
324210dd_nohash_2.wav,324210dd,down,down,29,158.1828594,6.150297642
324210dd_nohash_3.wav,324210dd,down,down,31,161.138773,7.250712395
324210dd_nohash_4.wav,324210dd,down,no,31,160.9754562,8.682391167
324210dd_nohash_1.wav,324210dd,go,go,34,166.3558483,7.562632084
324210dd_nohash_2.wav,324210dd,go,go,28,155.7271481,7.472649097
324210dd_nohash_3.wav,324210dd,go,down,28,155.7404995,9.117290497
324210dd_nohash_4.wav,324210dd,go,go,39,176.3086319,9.57434082
324210dd_nohash_1.wav,324210dd,left,left,27,153.9239883,6.807532787
324210dd_nohash_2.wav,324210dd,left,left,31,162.3749733,7.688098907
324210dd_nohash_3.wav,324210dd,left,left,30,159.5752239,7.235412598
324210dd_nohash_4.wav,324210dd,left,left,19,140.319109,8.848599434
324210dd_nohash_1.wav,324210dd,no,no,41,179.1307926,8.457371712
324210dd_nohash_2.wav,324210dd,no,no,22,144.9770927,7.465278149
324210dd_nohash_3.wav,324210dd,no,no,44,184.4887733,6.500369549
324210dd_nohash_4.wav,324210dd,no,no,13,128.4649372,8.055855751
324210dd_nohash_1.wav,324210dd,right,right,26,152.1854401,6.665882587
324210dd_nohash_2.wav,324210dd,right,right,27,154.4556618,6.896386147
324210dd_nohash_3.wav,324210dd,right,right,21,143.2740688,5.825679779
324210dd_nohash_4.wav,324210dd,right,right,31,161.3321304,5.615797997
324210dd_nohash_1.wav,324210dd,stop,stop,32,163.3894444,6.279578209
324210dd_nohash_2.wav,324210dd,stop,stop,32,163.1126404,9.898616791
324210dd_nohash_3.wav,324210dd,stop,stop,34,166.7788029,7.10560894
324210dd_nohash_4.wav,324210dd,stop,go,58,209.9804878,12.27198505
324210dd_nohash_1.wav,324210dd,up,up,34,166.2545204,8.466939926
324210dd_nohash_2.wav,324210dd,up,right,12,126.6014576,9.789827347
